Date,Min,Max,Rain,Rad
2028/5/3,2.5,20.7,0,20.3
2028/5/4,5.7,16.7,3.8,10.1
2028/5/5,9,16,3.4,13.8
2028/5/6,8.7,15.1,0,17
2028/5/7,11.5,24.4,0,20.6
2028/5/8,11.9,14.5,0,13.1
2028/5/9,3.8,21.7,0,23.8
2028/5/10,9.2,23.5,0,18.5
2028/5/11,8.5,18.8,0,26.8
2028/5/12,7.5,18.8,0,15.8
2028/5/13,4.7,17.9,1,19.7
2028/5/14,8.7,18.1,0,15.1
2028/5/15,8.2,16.9,1.4,23.6
2028/5/16,2.5,15.9,0,25.9
2028/5/17,6.9,18.2,0.7,20.9
2028/5/18,7.2,15.6,6.4,9.6
2028/5/19,10.2,15.7,1.3,21.4
2028/5/20,7.9,13.7,1.4,18.2
2028/5/21,9,18.1,0,23.8
2028/5/22,9.8,15.3,0.4,7.4
2028/5/23,11.8,15.1,1,17.9
2028/5/24,12.5,17.1,3,5.2
2028/5/25,14.6,22.2,1.7,10.7
2028/5/26,5.1,19.8,0,24.9
2028/5/27,6.6,11.9,0.7,13.6
2028/5/28,7.2,19,2.2,16.4
2028/5/29,9.4,12.5,1.4,16.7
2028/5/30,7.2,15.3,6.5,19.7
2028/5/31,8.9,18.3,1.1,15.3
2028/6/1,11.1,15.9,9,6.4
2028/6/2,6.2,26.2,0,19.2
2028/6/3,9.9,15,0.4,19
2028/6/4,10.8,15.2,0,27.9
2028/6/5,7.8,19.2,0,27.4
2028/6/6,6.7,20.7,2.6,10.1
2028/6/7,14.6,17.3,0.8,18.6
2028/6/8,13.7,15.9,3,17.4
2028/6/9,7.2,18,0.6,19.8
2028/6/10,11.1,25.8,0,12.1
2028/6/11,13.5,24.4,3.9,7.9
2028/6/12,9.7,30,0,28.2
2028/6/13,13.1,18.6,0,26.5
2028/6/14,13.2,19.5,0,19.4
2028/6/15,10.7,19.7,1.3,16.4
2028/6/16,10.2,17.5,1.8,10.3
2028/6/17,10.9,18.6,0.8,17.9
2028/6/18,14.4,24.1,1.3,21.5
2028/6/19,10.7,16.6,0.5,13.4
2028/6/20,8.2,21.1,0,27.3
2028/6/21,9.8,17.1,1.5,20.5
2028/6/22,12.5,23,0,23.8
2028/6/23,14,23.2,0,28.4
2028/6/24,15.6,17.8,5.1,18.9
2028/6/25,13.7,21.1,0.5,13.6
2028/6/26,12.7,21.7,0.1,7.3
2028/6/27,13.3,19.7,6.1,14.5
2028/6/28,11.7,18.7,10.6,10.5
2028/6/29,11.3,27.8,8.2,17.6
2028/6/30,16.8,18.8,1.6,21.5
2028/7/1,10.6,22.2,0.9,17.6
2028/7/2,11.8,20,5.7,19.5
2028/7/3,12.4,17.4,0,22.1
2028/7/4,11.7,21.1,0.3,22.8
2028/7/5,13.7,24,5.1,10.4
2028/7/6,12.1,19.7,0.9,17.2
2028/7/7,12.7,18.4,1.7,19.2
2028/7/8,15.8,25.3,0,22.8
2028/7/9,13.9,24.4,0.2,5.6
2028/7/10,13.2,18.5,22.2,11.8
2028/7/11,13.6,15.7,0.1,11
2028/7/12,16.3,23.3,0.1,14.7
2028/7/13,8.7,18.2,0,19.5
2028/7/14,11.2,29.7,0,23.3
2028/7/15,14.1,18.2,2.3,5.6
2028/7/16,10.9,22.8,0.1,13.8
2028/7/17,16.8,20.6,0.3,17.3
2028/7/18,14.6,23.9,5.5,6.7
2028/7/19,17.4,24.5,0.8,17.4
2028/7/20,15.1,24.5,0.1,18.5
2028/7/21,15,21.9,0.3,11.5
2028/7/22,8.9,19.4,0.2,13.2
2028/7/23,14.9,19.4,0.3,6.9
2028/7/24,15.5,20.1,1.3,16.7
2028/7/25,8.1,28.2,1.3,19.3
2028/7/26,14.3,32.4,0,4
2028/7/27,16.6,18.9,0.3,9.2
2028/7/28,9,29.6,0,16.4
2028/7/29,14.8,20.8,0.4,21.3
2028/7/30,10.9,18.3,3.9,9.4
2028/7/31,12.6,23.8,0,22.6
2028/8/1,12.6,23.3,0,11.6
2028/8/2,12.3,23.4,0.6,21
2028/8/3,14.6,26.9,0,8.1
2028/8/4,17.6,27,0,19.8
2028/8/5,14.2,26.8,0,14.4
2028/8/6,12.2,22.4,0.4,17.6
2028/8/7,9,23.8,0,22.4
2028/8/8,14.7,23.8,0,11.3
2028/8/9,15.1,23.6,0,12.4
2028/8/10,13.7,18.6,8.3,7.6
2028/8/11,11.2,22,0.3,7.9
2028/8/12,13.8,27.4,0,19
2028/8/13,13.7,24,0,19.3
2028/8/14,12.7,27.9,0,15.5
2028/8/15,11.3,19.6,0.1,10.2
2028/8/16,20.1,29.9,0,19.7
2028/8/17,13.6,25.5,0,18
2028/8/18,11.3,24.9,0,18.5
2028/8/19,14,21.6,25.2,14.4
2028/8/20,10.6,23,0,18.6
2028/8/21,12.9,22,4.9,17.1
2028/8/22,14.4,22,1.3,12
2028/8/23,13.1,18.6,0,10.9
2028/8/24,13.9,22.6,0.4,13.1
2028/8/25,7.8,23.4,0,20.3
2028/8/26,10,18.4,5.2,14.6
2028/8/27,10,18,0.5,10.9
2028/8/28,12.6,18.2,0,8.8
2028/8/29,14.9,15.9,16.3,14.6
2028/8/30,10,19.6,0.3,8.8
2028/8/31,7.4,25.8,0,17
2028/9/1,10.2,19.2,0,6.8
2028/9/2,10.2,19.8,1.1,13.2
2028/9/3,12.1,20.1,0.1,9.3
2028/9/4,15.4,17.4,0.3,17.3
2028/9/5,10.4,16.4,0.4,16.9
2028/9/6,7.9,17.2,6,8.2
2028/9/7,8.6,19.5,0,4.9
2028/9/8,10.7,18.3,0,5
2028/9/9,9,20.9,0,9.6
2028/9/10,13.7,15.6,0,5.8
2028/9/11,10.5,16.3,0,14.7
2028/9/12,4.5,17.4,0,8.5
2028/9/13,6.4,20,0,15.1
2028/9/14,13.6,20.6,0.1,6.9
2028/9/15,8.4,17.2,1.1,10.6
2028/9/16,14.6,16.6,0.8,7.3
2028/9/17,6.5,20.8,0,13.9
2028/9/18,6.9,25.2,0,12.3
2028/9/19,12.7,15.9,0,10.4
2028/9/20,10.2,16.4,5.8,5.9
2028/9/21,12.3,15.6,0,13.2
2028/9/22,6.6,18.7,4.8,11.1
2028/9/23,10.3,15.6,5.7,5
2028/9/24,11.4,18.4,1,14.4
2028/9/25,8,18.6,0,8.5
2028/9/26,5,15.3,0.8,7.5
2028/9/27,4.6,12,1.5,10.1
2028/9/28,9.1,14.7,0.2,12
2028/9/29,10.7,12.7,16,4
2028/9/30,10.6,14.2,16.3,10.5
2028/10/1,8,16.7,0,4.8
2028/10/2,10.3,16.1,14,7.5
2028/10/3,9.6,15.5,1.6,2.3
2028/10/4,8.5,11.7,0,6.4
2028/10/5,10.9,15.4,0.2,5.1
2028/10/6,2.3,19.9,1.3,4
2028/10/7,5.3,18,41.4,9.1
2028/10/8,9.4,18.3,0.2,8.4
2028/10/9,13.5,16.2,7,7.3
2028/10/10,8.1,15.5,0.5,7.6
2028/10/11,6,10.4,0,8.6
2028/10/12,10,11.6,0,10.6
2028/10/13,7.1,13,15.2,4.2
2028/10/14,9,9.9,1.5,8.6
2028/10/15,9.2,13.8,2.2,8.1
2028/10/16,10.8,15.6,0.6,4.1
2028/10/17,4.1,14.6,0.4,6.1
2028/10/18,8.6,13,0.3,2.6
2028/10/19,11.9,12.8,2.3,3.3
2028/10/20,8.6,14.3,0.4,6.7
2028/10/21,8.7,10.7,0,6.7
2028/10/22,3.3,12.2,0,5.2
2028/10/23,7.4,9.4,0,2.9
2028/10/24,9.5,11.5,4.6,3
2028/10/25,5.6,16.8,0.1,7.1
2028/10/26,6.7,8.7,0,8.2
2028/10/27,1.3,13.9,0.9,2.6
2028/10/28,3.4,11.8,4.1,2.6
2028/10/29,-1.8,13.4,0,7
2028/10/30,2.2,9,0,6.3
2028/10/31,6.8,13,0,7.1
2028/11/1,6.6,10.2,2.7,2.8
2028/11/2,5.9,14,7.6,2.3
2028/11/3,4.9,7.5,0,3.7
2028/11/4,-1.3,12.5,0.2,5.5
2028/11/5,11.4,14.1,0.4,2.3
2028/11/6,11.2,13.2,0.1,6.1
2028/11/7,4.7,12.2,3.1,2.2
2028/11/8,-0.7,9.8,0,4.7
2028/11/9,-2.8,7.9,0,2.7
2028/11/10,3.1,15.1,0,5.5
2028/11/11,1.6,13.9,0,1.7
2028/11/12,5.9,7.9,0,6
2028/11/13,-0.3,9.2,0,1.8
2028/11/14,2.1,4.2,0,3
2028/11/15,1.7,7.9,0.1,2.3
2028/11/16,3.1,13.4,0.1,1.8
2028/11/17,-1.5,6.2,0.7,4.9
2028/11/18,6,12.3,6.1,5.5
2028/11/19,0.7,8.7,0,3.1
2028/11/20,-3.4,9.8,0,4.8
2028/11/21,3.8,6.1,1.4,0.9
2028/11/22,4.5,14.5,0.8,2.9
2028/11/23,3.6,5.6,0,4.7
2028/11/24,10.4,13.7,0.4,2.5
2028/11/25,-2,13.2,0.3,0.9
2028/11/26,0.4,8.3,0,1.8
2028/11/27,-2,6.8,0,1.3
2028/11/28,4,13.6,0.1,4.8
2028/11/29,-2,8.9,0.1,1.4
2028/11/30,11.3,12.5,9.2,0.8
2028/12/1,6.5,12.2,2.4,1.6
2028/12/2,8.7,13,0,1.1
2028/12/3,3.9,6.7,0,2.7
2028/12/4,4.3,9,0,3.2
2028/12/5,-1,4.5,0,4.2
2028/12/6,5.6,7.6,0,0.7
2028/12/7,1.8,9.4,0.5,4.5
2028/12/8,6.6,8.6,2.8,1.1
2028/12/9,-0.2,14.3,0,3.6
2028/12/10,3.3,3.7,0,3.8
2028/12/11,0.2,4.8,0,0.6
2028/12/12,5.4,11.2,0.2,0.9
2028/12/13,2.5,2.6,0,3
2028/12/14,1.1,7.9,0,0.6
2028/12/15,4.3,6.3,0,1.4
2028/12/16,1.2,5.3,3.1,0.8
2028/12/17,1.7,6.5,4.8,1.2
2028/12/18,-4.1,8.6,1.3,2.9
2028/12/19,3.9,12,0.1,0.7
2028/12/20,0.7,11.6,0.5,3
2028/12/21,3.2,5.2,0.1,2.8
2028/12/22,1.6,6,0.1,0.6
2028/12/23,0.6,2.6,0,2.3
2028/12/24,0.7,5.7,0,3
2028/12/25,6.5,9.5,0,1.4
2028/12/26,-0.1,1.9,1.8,0.7
2028/12/27,3.8,12.3,0.4,2.6
2028/12/28,5.3,11.5,3.9,1.7
2028/12/29,2.5,8.3,0,2.2
2028/12/30,-6,4,0,4
2028/12/31,-5.2,4.6,0,2.5
2029/1/1,0.1,2.1,0,4.3
2029/1/2,-5.4,8.4,0,3.5
2029/1/3,2,3,4.9,2.9
2029/1/4,1.6,3.6,0,4.3
2029/1/5,-0.3,10.5,0,2
2029/1/6,0.4,8.7,0,1
2029/1/7,-0.1,5.3,0,1.8
2029/1/8,0.7,5.3,0,4.8
2029/1/9,1.7,2,2,0.8
2029/1/10,2.9,4.9,7.3,2.2
2029/1/11,4.2,11.4,7.5,3.6
2029/1/12,6.6,8.6,0,1.2
2029/1/13,8.8,10.7,4.5,1.9
2029/1/14,2.5,7.4,0.1,2
2029/1/15,-3.6,9.5,9.6,4.3
2029/1/16,-1,6.6,0,1.7
2029/1/17,-1.4,5.8,0,5.5
2029/1/18,-11.6,4.2,0,1.9
2029/1/19,3.4,5.4,0,2.8
2029/1/20,6,8,0.6,3.3
2029/1/21,1.9,6.9,1,2.9
2029/1/22,2.2,12.1,9.8,2.1
2029/1/23,0.6,11.2,5.2,1
2029/1/24,4.6,8.7,5.9,6.7
2029/1/25,4.8,11.4,0.1,1.6
2029/1/26,5.4,11.6,11.1,2.5
2029/1/27,1.8,7.1,3.9,1.5
2029/1/28,-3.3,10.9,0.3,1.8
2029/1/29,2.4,7.2,0.6,5.1
2029/1/30,-3.4,9.8,0,3.4
2029/1/31,-1.4,10.8,0.1,1.9
2029/2/1,0.9,11.1,4.7,4.8
2029/2/2,-7.2,10.6,0.7,1.3
2029/2/3,1.2,9.3,1,2.8
2029/2/4,-2.3,8.8,0,2.2
2029/2/5,1.9,3.6,1,1.2
2029/2/6,0.4,12,1.5,6.4
2029/2/7,1.2,2.9,23.9,2.2
2029/2/8,1.6,11.5,0,8.6
2029/2/9,0.8,5.1,0,8.4
2029/2/10,2.3,4.3,2.9,7
2029/2/11,-6.5,8.2,5.6,9.4
2029/2/12,2.9,4.9,0,8.3
2029/2/13,4,9.3,10.3,6.6
2029/2/14,1.2,8.4,6.3,6
2029/2/15,1.5,7.5,0.5,3.5
2029/2/16,5.3,7.6,3.2,7
2029/2/17,2.3,6.5,0,9.3
2029/2/18,3.3,8.1,0,10.6
2029/2/19,2.9,5.6,1.9,1.6
2029/2/20,1.6,11.2,1.8,10.4
2029/2/21,-2,5.8,0,2
2029/2/22,-2.9,5.9,0,8.1
2029/2/23,-6.7,8.8,0,11.6
2029/2/24,2.2,9.8,2.3,1.7
2029/2/25,-4.5,14,1.9,9.8
2029/2/26,-2.3,11.2,2.4,8.7
2029/2/27,0.8,8.6,0.6,7.1
2029/2/28,5.1,7.1,0.1,8.4
2029/3/1,3.5,9,0,12.9
2029/3/2,4.1,11.6,2.1,10.2
2029/3/3,7.5,10.4,0.2,7.9
2029/3/4,1.8,5.8,0.4,7.3
2029/3/5,1.5,16.1,0,8.8
2029/3/6,1,9.8,0,6.8
2029/3/7,4.5,6.5,18.6,2.2
2029/3/8,8.3,12.4,1.1,9.4
2029/3/9,0.1,4.1,0,11.5
2029/3/10,-0.2,12,0,5.8
2029/3/11,0.6,7.9,0,13
2029/3/12,6.1,8.3,0.5,11.7
2029/3/13,7.9,12.4,8.8,4.6
2029/3/14,7.5,15.1,0,11.6
2029/3/15,-1.2,12,1.6,2.7
2029/3/16,3.2,11.8,11.4,2.4
2029/3/17,8.6,13.5,0.8,7.8
2029/3/18,5.7,5.8,0,6.4
2029/3/19,1.9,11.8,0,13.9
2029/3/20,2.3,9.5,6.6,2.5
2029/3/21,3.7,13.7,7.5,3
2029/3/22,7.6,10.4,0,15.9
2029/3/23,-2.8,11.3,0,17.8
2029/3/24,-0.5,8.6,0,18.1
2029/3/25,8.2,13.7,0,18.3
2029/3/26,2.4,13.3,0,6.9
2029/3/27,2.7,14,0,12.1
2029/3/28,3.7,15.7,0,9.6
2029/3/29,5.4,15.7,0,11.9
2029/3/30,5.8,8.8,0,12.8
2029/3/31,-3,21.1,0,11.7
2029/4/1,4.4,15.5,0,16.1
2029/4/2,6.7,10.7,0,15.2
2029/4/3,2.1,7,9.1,12.8
2029/4/4,3,11.2,1.4,12.2
2029/4/5,0.6,8.9,0,12.3
2029/4/6,8.1,13.8,0,9.2
2029/4/7,2.6,16.7,0,18.6
2029/4/8,3.1,18.1,0,18.1
2029/4/9,9.9,16.1,0,11.2
2029/4/10,3.8,9,0,8.6
2029/4/11,4.9,12.6,0,15.7
2029/4/12,3.1,4.8,0,12.4
2029/4/13,4.2,6.9,0,9.2
2029/4/14,0.2,13.1,0,15.3
2029/4/15,7.6,11.2,0,21.8
2029/4/16,7,13.5,0,15.9
2029/4/17,6.7,18.5,0,16.2
2029/4/18,3.3,11.1,0,22
2029/4/19,8.2,11.8,0,5.7
2029/4/20,8.7,18.5,0,12.2
2029/4/21,1.4,13.9,0,22.1
2029/4/22,5.3,11.6,0,24.4
2029/4/23,6,16.3,4.2,12.4
2029/4/24,7.2,21.8,20.4,4.2
2029/4/25,5.5,13.6,2.8,13
2029/4/26,5.8,11.1,0,21.5
2029/4/27,4.7,16.7,0,25.4
2029/4/28,2.3,17.2,0,12.2
2029/4/29,5.3,14.6,3.7,15.4
2029/4/30,7.5,13.1,0.8,8.6
2029/5/1,11.2,13.4,0,19.3
2029/5/2,5.2,14.5,4.4,19
2029/5/3,10.7,13.4,0,17.7
2029/5/4,6,20.2,0,14.8
2029/5/5,6.2,20.3,0,13.4
2029/5/6,2.9,15.8,0,22.1
2029/5/7,8.5,15.9,0,14.3
2029/5/8,11.1,14.7,7.9,9.5
2029/5/9,7.7,16.2,0,19.1
2029/5/10,9.6,17.3,6.6,6.5
2029/5/11,4.1,15.2,0.6,21.1
2029/5/12,8,24,0,16.8
2029/5/13,9.6,19.8,0,18.5
2029/5/14,8.2,10,1.3,12.6
2029/5/15,3.6,11.9,5.9,20.8
2029/5/16,8.4,17.2,2.5,8.2
2029/5/17,7.9,21.8,0,16
2029/5/18,3.6,17.9,0.5,5.8
2029/5/19,4.5,18.3,1.2,14.3
2029/5/20,8.8,15.9,0,27.5
2029/5/21,10,13.9,0,18.6
2029/5/22,13.4,27.1,2.9,17.3
2029/5/23,9.9,15.2,6.1,17.9
2029/5/24,5.9,16,0,24.8
2029/5/25,9,14.8,7.3,15.3
2029/5/26,14,15.4,0.3,9
2029/5/27,11.1,18.1,0,16.6
2029/5/28,10.9,15,2.2,14.1
2029/5/29,4.7,16.7,6.3,9.5
2029/5/30,10.6,23.2,0.4,9
2029/5/31,7.2,27.6,0,24.4
2029/6/1,9.2,12,0.4,7.3
2029/6/2,6.9,22,0,19
2029/6/3,12.5,24.3,0,25.7
2029/6/4,8.8,17.7,3.6,5.2
2029/6/5,15,18.4,0.4,10.9
2029/6/6,10.6,17.2,2.6,17.4
2029/6/7,13.4,15.2,11.5,13.1
2029/6/8,17.3,20.2,0,10.6
2029/6/9,5.7,27.6,0,28.3
2029/6/10,11.5,20.2,0,20.7
2029/6/11,6.5,18.8,0,7.7
2029/6/12,8.9,17.3,0,15.5
2029/6/13,9.6,23,0,27.8
2029/6/14,15.5,16.3,0,20.4
2029/6/15,8.5,22.2,0,25.7
2029/6/16,10.5,19.4,0,17.1
2029/6/17,16.2,25.7,0,24
2029/6/18,12.2,19.7,0,8.2
2029/6/19,9.8,20.9,0,14.4
2029/6/20,14.5,22.8,0,8.1
2029/6/21,12.7,22.3,0,22.2
2029/6/22,11.1,17.3,0.3,18.6
2029/6/23,12.7,22.3,2.5,19.7
2029/6/24,8.3,21.8,1.2,28.9
2029/6/25,12,21.4,0.3,8.4
2029/6/26,13.3,21,0,16.9
2029/6/27,11.7,21.5,8.2,15.7
2029/6/28,12.6,17.3,8.5,12.7
2029/6/29,9.4,20.8,0,19.9
2029/6/30,7.7,22.8,0,26.2
2029/7/1,13.3,19.9,1.9,12.2
2029/7/2,9.9,19.8,0.6,16.2
2029/7/3,16.7,21.6,0.4,7.6
2029/7/4,12.3,21.1,0,13.8
2029/7/5,11.3,28.3,0,21.9
2029/7/6,15,23.5,0,26.1
2029/7/7,9.9,24.9,0,25.2
2029/7/8,14.6,22.5,0.7,23.4
2029/7/9,11.7,22.8,0,20.4
2029/7/10,10,26.6,0,27.4
2029/7/11,17.2,28.1,0,21.5
2029/7/12,9.9,26.8,0,14.7
2029/7/13,9,22.1,0,26.9
2029/7/14,12.6,24.7,0,6.5
2029/7/15,12.2,30.8,0,22.3
2029/7/16,11.3,23.2,0,27.8
2029/7/17,16.7,18.1,0,23.6
2029/7/18,12.2,26.6,0,12.2
2029/7/19,14.6,19.9,0,16.1
2029/7/20,13.4,29.7,0,21.6
2029/7/21,9,24.4,0,21.9
2029/7/22,10.6,22.7,0.5,17.2
2029/7/23,16,18,0,17.7
2029/7/24,19.3,19.7,0,16.2
2029/7/25,11.2,19.5,5.9,9.7
2029/7/26,12,29.7,0,21.1
2029/7/27,12.5,27.6,0,13.8
2029/7/28,14.4,26.4,0,16.3
2029/7/29,11.8,18.6,0,20.3
2029/7/30,11.8,21,0,12.7
2029/7/31,16.1,29.9,0,11.7
2029/8/1,14.5,20.4,0,14.9
2029/8/2,17.6,22.8,0,20.3
2029/8/3,12,21.9,0,11.7
2029/8/4,9.5,25.7,0,12.3
2029/8/5,17.5,24.9,0,15.1
2029/8/6,13.8,25.9,0,19.2
2029/8/7,13.4,21.5,0,13.4
2029/8/8,12.5,18.7,0,17.3
2029/8/9,20.1,23.8,0,15
2029/8/10,15.5,19.2,2.6,8.3
2029/8/11,12.4,23.5,3.2,8.3
2029/8/12,7.9,20,7.4,12.7
2029/8/13,15.2,21.9,0.7,13.8
2029/8/14,15.2,22.5,1.1,9.6
2029/8/15,14,30,0,16.1
2029/8/16,18.4,20.9,0,20.7
2029/8/17,12.6,21.1,1.6,16
2029/8/18,13.3,23.1,0,10.3
2029/8/19,15.8,21.8,0,15.1
2029/8/20,11.9,23.5,0.6,6.3
2029/8/21,12.9,19.6,0,11.1
2029/8/22,15.8,29.2,0,15.7
2029/8/23,12.3,20.9,0,18.5
2029/8/24,13.1,20.7,0.3,14.8
2029/8/25,15.2,25.6,1.8,7.3
2029/8/26,12.9,19.1,2,5.6
2029/8/27,10.4,20.6,11.3,11.2
2029/8/28,16.1,22.3,0.1,6.2
2029/8/29,11.7,20.5,0,17.2
2029/8/30,10.5,21.4,0,12.8
2029/8/31,11.8,20.8,0,14.3
2029/9/1,10.3,19.6,0,17.7
2029/9/2,7.1,19.6,0,9.1
2029/9/3,10.2,18.9,0,8.6
2029/9/4,9.5,18.1,0,12.5
2029/9/5,7.1,18.3,0,7.4
2029/9/6,9.5,15.9,0,13.5
2029/9/7,10.1,20.4,0,10.9
2029/9/8,10.2,19.8,0,13.3
2029/9/9,8.6,20.7,0,5.6
2029/9/10,10.4,18.9,0,13.9
2029/9/11,8.2,23.6,0,6.6
2029/9/12,10.5,21.2,0,8
2029/9/13,9.3,16.8,0,12.1
2029/9/14,10.2,15.7,0,10.4
2029/9/15,14,18.3,0,10.1
2029/9/16,5,21.6,0,11.6
2029/9/17,4.7,13.9,0,11.2
2029/9/18,11.9,20,0,10
2029/9/19,2.2,17.5,0,9.8
2029/9/20,9.5,15.8,0,9.8
2029/9/21,9.1,13.5,0,15.1
2029/9/22,10.3,18.4,0,6.5
2029/9/23,11.2,21.2,0,4
2029/9/24,10.8,15.3,0,13.1
2029/9/25,6.9,17.7,0.3,3.3
2029/9/26,7.9,15.5,0,8.7
2029/9/27,8.6,16.1,0,13.7
2029/9/28,5.7,18.3,0,11.5
2029/9/29,10.6,19.7,0,4.3
2029/9/30,8.8,14.7,0,2.9
2029/10/1,8,16.6,0,7.7
2029/10/2,10.1,12.3,0,7.3
2029/10/3,5.1,16.1,0,11.2
2029/10/4,9.3,16.9,0,12
2029/10/5,9.9,13.3,3.4,7.4
2029/10/6,4.8,19.4,0,6.5
2029/10/7,3.6,14.6,4.7,5
2029/10/8,6.2,14.9,0.7,6.3
2029/10/9,9.2,14.7,0.8,1.7
2029/10/10,10,16.8,0.5,6.9
2029/10/11,11.6,12.2,0,4.3
2029/10/12,2.7,14.1,0,5.2
2029/10/13,7.2,12.4,0,8.3
2029/10/14,9.4,11.4,0,10.3
2029/10/15,1.9,16.2,0,7.1
2029/10/16,10.5,10.9,0,9.9
2029/10/17,8.1,9.7,0,3.2
2029/10/18,5,14.8,0,7.6
2029/10/19,10,12.2,0,7.8
2029/10/20,-0.7,16,0,7.7
2029/10/21,0.9,7.6,0,5.4
2029/10/22,12.3,14.3,1,7.2
2029/10/23,7.4,14.8,9.5,4.9
2029/10/24,6.3,10.3,0.1,3.8
2029/10/25,0.9,12.2,0,3
2029/10/26,4.3,6.2,4.2,3.3
2029/10/27,2.9,8.5,0,4.9
2029/10/28,12,14,0.2,4.8
2029/10/29,1.8,12.1,0,2.9
2029/10/30,4.7,16.5,1,6
2029/10/31,7.1,14.1,7.6,3
2029/11/1,6.1,13,4.5,3.4
2029/11/2,2,13.4,2.7,2.8
2029/11/3,8.1,10.1,6.5,3.3
2029/11/4,2,11.3,6.7,5.8
2029/11/5,0.1,8.6,0.1,2.4
2029/11/6,3.2,8.9,0,5.5
2029/11/7,3.7,10.3,0,6.5
2029/11/8,11.4,13.4,1.7,5.6
2029/11/9,7.6,8.1,0.1,4.3
2029/11/10,2.6,11.2,0.1,1.9
2029/11/11,4.7,14.4,0.5,4.4
2029/11/12,0.2,8.6,0,4.2
2029/11/13,5.4,7.4,0,3
2029/11/14,-3.6,5,0,3.9
2029/11/15,-1.1,14.3,0.2,2
2029/11/16,1.7,6.9,2.7,5
2029/11/17,8.1,9.6,0.8,3.4
2029/11/18,-0.2,7.3,0,1.9
2029/11/19,6.3,6.4,0,5.4
2029/11/20,7.8,12.3,5.5,2.7
2029/11/21,0.1,7.8,2.7,1.7
2029/11/22,1.9,9,0.4,2.4
2029/11/23,5.4,6.8,0.2,2.4
2029/11/24,5.2,12.8,2.7,2.9
2029/11/25,3.6,6.6,1,3.3
2029/11/26,1.1,12.8,4.2,0.7
2029/11/27,5.2,7.2,8.2,0.7
2029/11/28,5.5,5.8,5.3,1.7
2029/11/29,1.8,7,1.1,0.7
2029/11/30,6.5,11.5,0.4,0.7
2029/12/1,-2.7,6.5,7.9,1.3
2029/12/2,5.5,6.3,14.9,2.7
2029/12/3,8.1,10.1,0.1,2.9
2029/12/4,-3.4,13.6,13.3,0.9
2029/12/5,2.3,10.2,0,1.5
2029/12/6,1,3,0,0.7
2029/12/7,5.4,8.6,1,0.7
2029/12/8,4,6,0,3.1
2029/12/9,6.1,12.2,0,0.6
2029/12/10,3.6,5.2,0,2.1
2029/12/11,-0.9,4.6,0,1.8
2029/12/12,2.5,11.5,6.8,1.9
2029/12/13,1,3.5,2.4,2.6
2029/12/14,-1.1,0.9,0.2,0.6
2029/12/15,0,6.9,0,3.1
2029/12/16,1.5,12.9,0,1.8
2029/12/17,8.8,10.8,4.1,4.4
2029/12/18,3.8,7.2,20.5,1.3
2029/12/19,7,9,0,1.4
2029/12/20,1.1,6.9,0,3.6
2029/12/21,-1.5,3.7,0,1.7
2029/12/22,4.6,5.7,0,0.7
2029/12/23,4.5,6.5,0.6,3.5
2029/12/24,2.1,11.4,15,2.7
2029/12/25,0.6,12.4,0,0.7
2029/12/26,1.7,4.6,0.2,2.6
2029/12/27,-1,6.3,2.6,1.3
2029/12/28,-0.6,4.8,0,1
2029/12/29,0.9,6.1,8.9,2
2029/12/30,3.2,4.4,0,1.7
2029/12/31,0.2,12.8,0.7,4.2
2030/1/1,-0.9,5.1,1.3,0.7
2030/1/2,-2.4,8.1,1,1.5
2030/1/3,1.5,4.2,0,0.8
2030/1/4,3.4,5.4,0,0.9
2030/1/5,4.9,10.8,0.5,0.8
2030/1/6,-0.7,7.6,0,2.5
2030/1/7,-1.6,4.2,0,2.3
2030/1/8,-2.8,11.1,0.6,2.1
2030/1/9,0.2,3.8,0,4.4
2030/1/10,-2,3.5,0.7,0.9
2030/1/11,0.8,5.9,0,4.1
2030/1/12,3.9,10.8,0.1,0.9
2030/1/13,3.5,11.7,1.4,1
2030/1/14,-3.6,2.9,0,3.5
2030/1/15,1.4,7.6,0,1.7
2030/1/16,3,10.3,0.7,1.3
2030/1/17,2.6,8.1,0.1,2.3
2030/1/18,3.4,6.6,2.4,2.8
2030/1/19,1.4,10.8,0.7,1.3
2030/1/20,3.2,5.2,11.4,3.1
2030/1/21,0.2,8.2,0,3.5
2030/1/22,7.2,9.3,2.6,4
2030/1/23,5.7,7.1,3,2.2
2030/1/24,0.7,12.8,1.1,3.1
2030/1/25,0,13.5,0.8,3.4
2030/1/26,-2.1,10,10.1,6.1
2030/1/27,5.3,7.3,9,6.2
2030/1/28,7.6,9.6,7.2,1.8
2030/1/29,6.1,8.1,0.2,1.6
2030/1/30,6.4,11,6.3,6.7
2030/1/31,3.8,5.8,1.4,2.2
2030/2/1,2.2,10.9,2.7,1.9
2030/2/2,-0.3,13.1,0.1,3.1
2030/2/3,-2,8.2,0,6.3
2030/2/4,4.7,5.4,0,5.1
2030/2/5,-1.2,0.8,1.5,2.7
2030/2/6,-2,6.5,0,5.1
2030/2/7,1,10.6,0,6.5
2030/2/8,0.1,4.7,0,5.1
2030/2/9,7.3,11.7,4.7,3.8
2030/2/10,3.1,3.3,0,1.4
2030/2/11,-0.2,6.9,0,4.5
2030/2/12,-2.8,4.8,0,5.6
2030/2/13,0.5,10.6,0.1,9.7
